id,movie_id,user_id,stars
1598,1598,1,1
1599,1599,1,2
1600,1600,1,3
1601,1601,1,4
1602,1602,1,5
1603,1603,1,5
1604,1604,1,4
1605,1605,1,3
1606,1606,1,2
1607,1607,1,1
1608,1608,1,2
1609,1609,1,3
1610,1610,1,4
1611,1611,1,5
1612,1612,1,5
1613,1613,1,4
1614,1614,1,3
1615,1615,1,2
1616,1616,1,1
1617,1617,1,2
1618,1618,1,3
1619,1619,1,4
1620,1620,1,5
1621,1621,1,5
1622,1622,1,4
1623,1623,1,3
1624,1624,1,2
1625,1625,1,1
1626,1626,1,2
1627,1627,1,3
1628,1628,1,4
1629,1629,1,5
1630,1630,1,5
1631,1631,1,4
1632,1632,1,3
1633,1633,1,2
1634,1634,1,1
1635,1635,1,2
1636,1636,1,3
1637,1637,1,4
1638,1638,1,5
1639,1639,1,5
1640,1640,1,4
1641,1641,1,3
1642,1642,1,2
1643,1643,1,1
1644,1644,1,2
1645,1645,1,3
1646,1646,1,4
1647,1647,1,5
1648,1648,1,5
1649,1649,1,4
1650,1650,1,3
1651,1651,1,2
1652,1652,1,1
1653,1653,1,2
1654,1654,1,3
1655,1655,1,4
1656,1656,1,5
1657,1657,1,5
1658,1658,1,4
1659,1659,1,3
1660,1660,1,2
1661,1661,1,1
1662,1662,1,2
1663,1663,1,3
1664,1664,1,4
1665,1665,1,5
1666,1666,1,5
1667,1667,1,4
1668,1668,1,3
1669,1669,1,2
1670,1670,1,1
1671,1671,1,2
1672,1672,1,3
1673,1673,1,4
1674,1674,1,5
1675,1675,1,5
1676,1676,1,4
1677,1677,1,3
1678,1678,1,2
1679,1679,1,1
1680,1680,1,2
1681,1681,1,3
1682,1682,1,4
1683,1683,1,5
1684,1684,1,5
1685,1685,1,4
1686,1686,1,3
1687,1687,1,2
1688,1688,1,1
1689,1689,1,2
1690,1690,1,3
1691,1691,1,4
1692,1692,1,5
1693,1693,1,5
1694,1694,1,4
1695,1695,1,3
1696,1696,1,2
1697,1697,1,1
1698,1698,1,2
1699,1699,1,3
1700,1700,1,4
1701,1701,1,5
1702,1702,1,5
1703,1703,1,4
1704,1704,1,3
1705,1705,1,2
1706,1706,1,1
1707,1707,1,2
1708,1708,1,3
1709,1709,1,4
1710,1710,1,5
1711,1711,1,5
1712,1712,1,4
1713,1713,1,3
1714,1714,1,2
1715,1715,1,1
1716,1716,1,2
1717,1717,1,3
1718,1718,1,4
1719,1719,1,5
1720,1720,1,5
1721,1721,1,4
1722,1722,1,3
1723,1723,1,2
1724,1724,1,1
1725,1725,1,2
1726,1726,1,3
1727,1727,1,4
1728,1728,1,5
1729,1729,1,5
1730,1730,1,4
1731,1731,1,3
1732,1732,1,2
1733,1733,1,1
1734,1734,1,2
1735,1735,1,3
1736,1736,1,4
1737,1737,1,5
1738,1738,1,5
1739,1739,1,4
1740,1740,1,3
1741,1741,1,2
1742,1742,1,1
1743,1743,1,2
1744,1744,1,3
1745,1745,1,4
1746,1746,1,5
1747,1747,1,5
1748,1748,1,4
1749,1749,1,3
1750,1750,1,2
1751,1751,1,1
1752,1752,1,2
1753,1753,1,3
1754,1754,1,4
1755,1755,1,5
1756,1756,1,5
1757,1757,1,4
1758,1758,1,3
1759,1759,1,2
1760,1760,1,1
1761,1761,1,2
1762,1762,1,3
1763,1763,1,4
1764,1764,1,5
1765,1765,1,5
1766,1766,1,4
1767,1767,1,3
1768,1768,1,2
1769,1769,1,1
1770,1770,1,2
1771,1771,1,3
1772,1772,1,4
1773,1773,1,5
1774,1774,1,5
1775,1775,1,4
1776,1776,1,3
1777,1777,1,2
1778,1778,1,1
1779,1779,1,2
1780,1780,1,3
1781,1781,1,4
1782,1782,1,5
1783,1783,1,5
1784,1784,1,4
1785,1785,1,3
1786,1786,1,2
1787,1787,1,1
1788,1788,1,2
1789,1789,1,3
1790,1790,1,4
1791,1791,1,5
1792,1792,1,5
1793,1793,1,4
1794,1794,1,3
1795,1795,1,2
1796,1796,1,1
1797,1797,1,2
1798,1798,1,3
1799,1799,1,4
1800,1800,1,5
1801,1801,1,5
1802,1802,1,4
1803,1803,1,3
1804,1804,1,2
1805,1805,1,1
1806,1806,1,2
1807,1807,1,3
1808,1808,1,4
1809,1809,1,5
1810,1810,1,5
1811,1811,1,4
1812,1812,1,3
1813,1813,1,2
1814,1814,1,1
1815,1815,1,2
1816,1816,1,3
1817,1817,1,4
1818,1818,1,5
1819,1819,1,5
1820,1820,1,4
1821,1821,1,3
1822,1822,1,2
1823,1823,1,1
1824,1824,1,2
1825,1825,1,3
1826,1826,1,4
1827,1827,1,5
1828,1828,1,5
1829,1829,1,4
1830,1830,1,3
1831,1831,1,2
1832,1832,1,1
1833,1833,1,2
1834,1834,1,3
1835,1835,1,4
1836,1836,1,5
1837,1837,1,5
1838,1838,1,4
1839,1839,1,3
1840,1840,1,2
1841,1841,1,1
1842,1842,1,2
1843,1843,1,3
1844,1844,1,4
1845,1845,1,5
1846,1846,1,5
1847,1847,1,4
1848,1848,1,3
1849,1849,1,2
1850,1850,1,1
1851,1851,1,2
1852,1852,1,3
1853,1853,1,4
1854,1854,1,5
1855,1855,1,5
1856,1856,1,4
1857,1857,1,3
1858,1858,1,2
1859,1859,1,1
1860,1860,1,2
1861,1861,1,3
1862,1862,1,4
1863,1863,1,5
1864,1864,1,5
1865,1865,1,4
1866,1866,1,3
1867,1867,1,2
1868,1868,1,1
1869,1869,1,2
1870,1870,1,3
1871,1871,1,4
1872,1872,1,5
1873,1873,1,5
1874,1874,1,4
1875,1875,1,3
1876,1876,1,2
1877,1877,1,1
1878,1878,1,2
1879,1879,1,3
1880,1880,1,4
1881,1881,1,5
1882,1882,1,5
1883,1883,1,4
1884,1884,1,3
1885,1885,1,2
1886,1886,1,1
1887,1887,1,2
1888,1888,1,3
1889,1889,1,4
1890,1890,1,5
1891,1891,1,5
1892,1892,1,4
1893,1893,1,3
1894,1894,1,2
1895,1895,1,1
1896,1896,1,2
1897,1897,1,3
1898,1898,1,4
1899,1899,1,5
1900,1900,1,5
1901,1901,1,4
1902,1902,1,3
1903,1903,1,2
1904,1904,1,1
1905,1905,1,2
1906,1906,1,3
1907,1907,1,4
1908,1908,1,5
1909,1909,1,5
1910,1910,1,4
1911,1911,1,3
1912,1912,1,2
1913,1913,1,1
1914,1914,1,2
1915,1915,1,3
1916,1916,1,4
1917,1917,1,5
1918,1918,1,5
1919,1919,1,4
1920,1920,1,3
1921,1921,1,2
1922,1922,1,1
1923,1923,1,2
1924,1924,1,3
1925,1925,1,4
1926,1926,1,5
1927,1927,1,5
1928,1928,1,4
1929,1929,1,3
1930,1930,1,2
1931,1931,1,1
1932,1932,1,2
1933,1933,1,3
1934,1934,1,4
1935,1935,1,5
1936,1936,1,5
1937,1937,1,4
1938,1938,1,3
1939,1939,1,2
1940,1940,1,1
1941,1941,1,2
1942,1942,1,3
1943,1943,1,4
1944,1944,1,5
1945,1945,1,5
1946,1946,1,4
1947,1947,1,3
1948,1948,1,2
1949,1949,1,1
1950,1950,1,2
1951,1951,1,3
1952,1952,1,4
1953,1953,1,5
1954,1954,1,5
1955,1955,1,4
1956,1956,1,3
1957,1957,1,2
1958,1958,1,1
1959,1959,1,2
1960,1960,1,3
1961,1961,1,4
1962,1962,1,5
1963,1963,1,5
1964,1964,1,4
1965,1965,1,3
1966,1966,1,2
1967,1967,1,1
1968,1968,1,2
1969,1969,1,3
1970,1970,1,4
1971,1971,1,5
1972,1972,1,5
1973,1973,1,4
1974,1974,1,3
1975,1975,1,2
1976,1976,1,1
1977,1977,1,2
1978,1978,1,3
1979,1979,1,4
1980,1980,1,5
1981,1981,1,5
1982,1982,1,4
1983,1983,1,3
1984,1984,1,2
1985,1985,1,1
1986,1986,1,2
1987,1987,1,3
1988,1988,1,4
1989,1989,1,5
1990,1990,1,5
1991,1991,1,4
1992,1992,1,3
1993,1993,1,2
1994,1994,1,1
1995,1995,1,2
1996,1996,1,3
1997,1997,1,4
1998,1998,1,5
1999,1999,1,5
2000,2000,1,4
2001,2001,1,3
2002,2002,1,2
2003,2003,1,1
2004,2004,1,2
2005,2005,1,3
2006,2006,1,4
2007,2007,1,5
2008,2008,1,5
2009,2009,1,4
2010,2010,1,3
2011,2011,1,2
2012,2012,1,1
2013,2013,1,2
2014,2014,1,3
2015,2015,1,4
2016,2016,1,5
2017,2017,1,5
2018,2018,1,4
2019,2019,1,3
2020,2020,1,2
2021,2021,1,1
2022,2022,1,2
2023,2023,1,3
2024,2024,1,4
2025,2025,1,5
2026,2026,1,5
2027,2027,1,4
2028,2028,1,3
2029,2029,1,2
2030,2030,1,1
2031,2031,1,2
2032,2032,1,3
2033,2033,1,4
2034,2034,1,5
2035,2035,1,5
2036,2036,1,4
2037,2037,1,3
2038,2038,1,2
2039,2039,1,1
2040,2040,1,2
2041,2041,1,3
2042,2042,1,4
2043,2043,1,5
2044,2044,1,5
2045,2045,1,4
2046,2046,1,3
2047,2047,1,2
2048,2048,1,1
2049,2049,1,2
2050,2050,1,3
2051,2051,1,4
2052,2052,1,5
2053,2053,1,5
2054,2054,1,4
2055,2055,1,3
2056,2056,1,2
2057,2057,1,1
2058,2058,1,2
2059,2059,1,3
2060,2060,1,4
2061,2061,1,5
2062,2062,1,5
2063,2063,1,4
2064,2064,1,3
2065,2065,1,2
2066,2066,1,1
2067,2067,1,2
2068,2068,1,3
2069,2069,1,4
2070,2070,1,5
2071,2071,1,5
2072,2072,1,4
2073,2073,1,3
2074,2074,1,2
2075,2075,1,1
2076,2076,1,2
2077,2077,1,3
2078,2078,1,4
2079,2079,1,5
2080,2080,1,5
2081,2081,1,4
2082,2082,1,3
2083,2083,1,2
2084,2084,1,1
2085,2085,1,2
2086,2086,1,3
2087,2087,1,4
2088,2088,1,5
2089,2089,1,5
2090,2090,1,4
2091,2091,1,3
2092,2092,1,2
2093,2093,1,1
2094,2094,1,2
2095,2095,1,3
2096,2096,1,4
2097,2097,1,5
2098,2098,1,5
2099,2099,1,4
2100,2100,1,3
2101,2101,1,2
2102,2102,1,1
2103,2103,1,2
2104,2104,1,3
2105,2105,1,4
2106,2106,1,5
2107,2107,1,5
2108,2108,1,4
2109,2109,1,3
2110,2110,1,2
2111,2111,1,1
2112,2112,1,2
2113,2113,1,3
2114,2114,1,4
2115,2115,1,5
2116,2116,1,5
2117,2117,1,4
2118,2118,1,3
2119,2119,1,2
2120,2120,1,1
2121,2121,1,2
2122,2122,1,3
2123,2123,1,4
2124,2124,1,5
2125,2125,1,5
2126,2126,1,4
2127,2127,1,3
2128,2128,1,2
2129,2129,1,1
2130,2130,1,2
2131,2131,1,3
2132,2132,1,4
2133,2133,1,5
2134,2134,1,5
2135,2135,1,4
2136,2136,1,3
2137,2137,1,2
2138,2138,1,1
2139,2139,1,2
2140,2140,1,3
2141,2141,1,4
2142,2142,1,5
2143,2143,1,5
2144,2144,1,4
2145,2145,1,3
2146,2146,1,2
2147,2147,1,1
2148,2148,1,2
2149,2149,1,3
2150,2150,1,4
2151,2151,1,5
2152,2152,1,5
2153,2153,1,4
2154,2154,1,3
2155,2155,1,2
2156,2156,1,1
2157,2157,1,2
2158,2158,1,3
2159,2159,1,4
2160,2160,1,5
2161,2161,1,5
2162,2162,1,4
2163,2163,1,3
2164,2164,1,2
2165,2165,1,1
2166,2166,1,2
2167,2167,1,3
2168,2168,1,4
2169,2169,1,5
2170,2170,1,5
2171,2171,1,4
2172,2172,1,3
2173,2173,1,2
2174,2174,1,1
2175,2175,1,2
2176,2176,1,3
2177,2177,1,4
2178,2178,1,5
2179,2179,1,5
2180,2180,1,4
2181,2181,1,3
2182,2182,1,2
2183,2183,1,1
2184,2184,1,2
2185,2185,1,3
2186,2186,1,4
2187,2187,1,5
2188,2188,1,5
2189,2189,1,4
2190,2190,1,3
2191,2191,1,2
2192,2192,1,1
2193,2193,1,2
2194,2194,1,3
2195,2195,1,4
2196,2196,1,5
2197,2197,1,5
2198,2198,1,4
2199,2199,1,3
2200,2200,1,2
2201,2201,1,1
2202,2202,1,2
2203,2203,1,3
2204,2204,1,4
2205,2205,1,5
2206,2206,1,5
2207,2207,1,4
2208,2208,1,3
2209,2209,1,2
2210,2210,1,1
2211,2211,1,2
2212,2212,1,3
2213,2213,1,4
2214,2214,1,5
2215,2215,1,5
2216,2216,1,4
2217,2217,1,3
2218,2218,1,2
2219,2219,1,1
2220,2220,1,2
2221,2221,1,3
2222,2222,1,4
2223,2223,1,5
2224,2224,1,5
2225,2225,1,4
2226,2226,1,3
2227,2227,1,2
2228,2228,1,1
2229,2229,1,2
2230,2230,1,3
2231,2231,1,4
2232,2232,1,5
2233,2233,1,5
2234,2234,1,4
2235,2235,1,3
2236,2236,1,2
2237,2237,1,1
2238,2238,1,2
2239,2239,1,3
2240,2240,1,4
2241,2241,1,5
2242,2242,1,5
2243,2243,1,4
2244,2244,1,3
2245,2245,1,2
2246,2246,1,1
2247,2247,1,2
2248,2248,1,3
2249,2249,1,4
2250,2250,1,5
2251,2251,1,5
2252,2252,1,4
2253,2253,1,3
2254,2254,1,2
2255,2255,1,1
2256,2256,1,2
2257,2257,1,3
2258,2258,1,4
2259,2259,1,5
2260,2260,1,5
2261,2261,1,4
2262,2262,1,3
2263,2263,1,2
2264,2264,1,1
2265,2265,1,2
2266,2266,1,3
2267,2267,1,4
2268,2268,1,5
2269,2269,1,5
2270,2270,1,4
2271,2271,1,3
2272,2272,1,2
2273,2273,1,1
2274,2274,1,2
2275,2275,1,3
2276,2276,1,4
2277,2277,1,5
2278,2278,1,5
2279,2279,1,4
2280,2280,1,3
2281,2281,1,2
2282,2282,1,1
2283,2283,1,2
2284,2284,1,3
2285,2285,1,4
2286,2286,1,5
2287,2287,1,5
2288,2288,1,4
2289,2289,1,3
2290,2290,1,2
2291,2291,1,1
2292,2292,1,2
2293,2293,1,3
2294,2294,1,4
2295,2295,1,5
2296,2296,1,5
2297,2297,1,4
2298,2298,1,3
2299,2299,1,2
2300,2300,1,1
2301,2301,1,2
2302,2302,1,3
2303,2303,1,4
2304,2304,1,5
2305,2305,1,5
2306,2306,1,4
2307,2307,1,3
2308,2308,1,2
2309,2309,1,1
2310,2310,1,2
2311,2311,1,3
2312,2312,1,4
2313,2313,1,5
2314,2314,1,5
2315,2315,1,4
2316,2316,1,3
2317,2317,1,2
2318,2318,1,1
2319,2319,1,2
2320,2320,1,3
2321,2321,1,4
2322,2322,1,5
2323,2323,1,5
2324,2324,1,4
2325,2325,1,3
2326,2326,1,2
2327,2327,1,1
2328,2328,1,2
2329,2329,1,3
2330,2330,1,4
2331,2331,1,5
2332,2332,1,5
2333,2333,1,4
2334,2334,1,3
2335,2335,1,2
2336,2336,1,1
2337,2337,1,2
2338,2338,1,3
2339,2339,1,4
2340,2340,1,5
2341,2341,1,5
2342,2342,1,4
2343,2343,1,3
2344,2344,1,2
2345,2345,1,1
2346,2346,1,2
2347,2347,1,3
2348,2348,1,4
2349,2349,1,5
2350,2350,1,5
2351,2351,1,4
2352,2352,1,3
2353,2353,1,2
2354,2354,1,1
2355,2355,1,2
2356,2356,1,3
2357,2357,1,4
2358,2358,1,5
2359,2359,1,5
2360,2360,1,4
2361,2361,1,3
2362,2362,1,2
2363,2363,1,1
2364,2364,1,2
2365,2365,1,3
2366,2366,1,4
2367,2367,1,5
2368,2368,1,5
2369,2369,1,4
2370,2370,1,3
2371,2371,1,2
2372,2372,1,1
2373,2373,1,2
2374,2374,1,3
2375,2375,1,4
2376,2376,1,5
2377,2377,1,5
2378,2378,1,4
2379,2379,1,3
2380,2380,1,2
2381,2381,1,1
2382,2382,1,2
2383,2383,1,3
2384,2384,1,4
2385,2385,1,5
2386,2386,1,5
2387,2387,1,4
2388,2388,1,3
2389,2389,1,2
2390,2390,1,1
2391,2391,1,2
2392,2392,1,3
2393,2393,1,4
2394,2394,1,5
2395,2395,1,5
2396,2396,1,4
2397,2397,1,3
2398,2398,1,2
2399,2399,1,1
2400,2400,1,2
2401,2401,1,3
2402,2402,1,4
2403,2403,1,5
2404,2404,1,5
2405,2405,1,4
2406,2406,1,3
2407,2407,1,2
2408,2408,1,1
2409,2409,1,2
2410,2410,1,3
2411,2411,1,4
2412,2412,1,5
2413,2413,1,5
2414,2414,1,4
2415,2415,1,3
2416,2416,1,2
2417,2417,1,1
2418,2418,1,2
2419,2419,1,3
2420,2420,1,4
2421,2421,1,5
2422,2422,1,5
2423,2423,1,4
2424,2424,1,3
2425,2425,1,2
2426,2426,1,1
2427,2427,1,2
2428,2428,1,3
2429,2429,1,4
2430,2430,1,5
2431,2431,1,5
2432,2432,1,4
2433,2433,1,3
2434,2434,1,2
2435,2435,1,1
2436,2436,1,2
2437,2437,1,3
2438,2438,1,4
2439,2439,1,5
2440,2440,1,5
2441,2441,1,4
2442,2442,1,3
2443,2443,1,2
2444,2444,1,1
2445,2445,1,2
2446,2446,1,3
2447,2447,1,4
2448,2448,1,5
2449,2449,1,5
2450,2450,1,4
2451,2451,1,3
2452,2452,1,2
2453,2453,1,1
2454,2454,1,2
2455,2455,1,3
2456,2456,1,4
2457,2457,1,5
2458,2458,1,5
2459,2459,1,4
2460,2460,1,3
2461,2461,1,2
2462,2462,1,1
2463,2463,1,2
2464,2464,1,3
2465,2465,1,4
2466,2466,1,5
2467,2467,1,5
2468,2468,1,4
2469,2469,1,3
2470,2470,1,2
2471,2471,1,1
2472,2472,1,2
2473,2473,1,3
2474,2474,1,4
2475,2475,1,5
2476,2476,1,5
2477,2477,1,4
2478,2478,1,3
2479,2479,1,2
2480,2480,1,1
2481,2481,1,2
2482,2482,1,3
2483,2483,1,4
2484,2484,1,5
2485,2485,1,5
2486,2486,1,4
2487,2487,1,3
2488,2488,1,2
2489,2489,1,1
2490,2490,1,2
2491,2491,1,3
2492,2492,1,4
2493,2493,1,5
2494,2494,1,5
2495,2495,1,4
2496,2496,1,3
2497,2497,1,2
2498,2498,1,1
2499,2499,1,2
2500,2500,1,3
2501,2501,1,4
2502,2502,1,5
2503,2503,1,5
2504,2504,1,4
2505,2505,1,3
2506,2506,1,2
2507,2507,1,1
2508,2508,1,2
2509,2509,1,3
2510,2510,1,4
2511,2511,1,5
2512,2512,1,5
2513,2513,1,4
2514,2514,1,3
2515,2515,1,2
2516,2516,1,1
2517,2517,1,2
2518,2518,1,3
2519,2519,1,4
2520,2520,1,5
2521,2521,1,5
2522,2522,1,4
2523,2523,1,3
2524,2524,1,2
2525,2525,1,1
2526,2526,1,2
2527,2527,1,3
2528,2528,1,4
2529,2529,1,5
2530,2530,1,5
2531,2531,1,4
2532,2532,1,3
2533,2533,1,2
2534,2534,1,1
2535,2535,1,2
2536,2536,1,3
2537,2537,1,4
2538,2538,1,5
2539,2539,1,5
2540,2540,1,4
2541,2541,1,3
2542,2542,1,2
2543,2543,1,1
2544,2544,1,2
2545,2545,1,3
2546,2546,1,4
2547,2547,1,5
2548,2548,1,5
2549,2549,1,4
2550,2550,1,3
2551,2551,1,2
2552,2552,1,1
2553,2553,1,2
2554,2554,1,3
2555,2555,1,4
2556,2556,1,5
2557,2557,1,5
2558,2558,1,4
2559,2559,1,3
2560,2560,1,2
2561,2561,1,1
2562,2562,1,2
2563,2563,1,3
2564,2564,1,4
2565,2565,1,5
2566,2566,1,5
2567,2567,1,4
2568,2568,1,3
2569,2569,1,2
2570,2570,1,1
2571,2571,1,2
2572,2572,1,3
2573,2573,1,4
2574,2574,1,5
2575,2575,1,5
2576,2576,1,4
2577,2577,1,3
2578,2578,1,2
2579,2579,1,1
2580,2580,1,2
2581,2581,1,3
2582,2582,1,4
2583,2583,1,5
2584,2584,1,5
2585,2585,1,4
2586,2586,1,3
2587,2587,1,2
2588,2588,1,1
2589,2589,1,2
2590,2590,1,3
2591,2591,1,4
2592,2592,1,5
2593,2593,1,5
2594,2594,1,4
2595,2595,1,3
2596,2596,1,2
2597,2597,1,1
2598,2598,1,2
2599,2599,1,3
2600,2600,1,4
2601,2601,1,5
2602,2602,1,5
2603,2603,1,4
2604,2604,1,3
2605,2605,1,2
2606,2606,1,1
2607,2607,1,2
2608,2608,1,3
2609,2609,1,4
2610,2610,1,5
2611,2611,1,5
2612,2612,1,4
2613,2613,1,3
2614,2614,1,2
2615,2615,1,1
2616,2616,1,2
2617,2617,1,3
2618,2618,1,4
2619,2619,1,5
2620,2620,1,5
2621,2621,1,4
2622,2622,1,3
2623,2623,1,2
2624,2624,1,1
2625,2625,1,2
2626,2626,1,3
2627,2627,1,4
2628,2628,1,5
2629,2629,1,5
2630,2630,1,4
2631,2631,1,3
2632,2632,1,2
2633,2633,1,1
2634,2634,1,2
2635,2635,1,3
2636,2636,1,4
2637,2637,1,5
2638,2638,1,5
2639,2639,1,4
2640,2640,1,3
2641,2641,1,2
2642,2642,1,1
2643,2643,1,2
2644,2644,1,3
2645,2645,1,4
2646,2646,1,5
2647,2647,1,5
2648,2648,1,4
2649,2649,1,3
2650,2650,1,2
2651,2651,1,1
2652,2652,1,2
2653,2653,1,3
2654,2654,1,4
2655,2655,1,5
2656,2656,1,5
2657,2657,1,4
2658,2658,1,3
2659,2659,1,2
2660,2660,1,1
2661,2661,1,2
2662,2662,1,3
2663,2663,1,4
2664,2664,1,5
2665,2665,1,5
2666,2666,1,4
2667,2667,1,3
2668,2668,1,2
2669,2669,1,1
2670,2670,1,2
2671,2671,1,3
2672,2672,1,4
2673,2673,1,5
2674,2674,1,5
2675,2675,1,4
2676,2676,1,3
2677,2677,1,2
2678,2678,1,1
2679,2679,1,2
2680,2680,1,3
2681,2681,1,4
2682,2682,1,5
2683,2683,1,5
2684,2684,1,4
2685,2685,1,3
2686,2686,1,2
2687,2687,1,1
2688,2688,1,2
2689,2689,1,3
2690,2690,1,4
2691,2691,1,5
2692,2692,1,5
2693,2693,1,4
2694,2694,1,3
2695,2695,1,2
2696,2696,1,1
2697,2697,1,2
2698,2698,1,3
2699,2699,1,4
2700,2700,1,5
2701,2701,1,5
2702,2702,1,4
2703,2703,1,3
2704,2704,1,2
2705,2705,1,1
2706,2706,1,2
2707,2707,1,3
2708,2708,1,4
2709,2709,1,5
2710,2710,1,5
2711,2711,1,4
2712,2712,1,3
2713,2713,1,2
2714,2714,1,1
2715,2715,1,2
2716,2716,1,3
2717,2717,1,4
2718,2718,1,5
2719,2719,1,5
2720,2720,1,4
2721,2721,1,3
2722,2722,1,2
2723,2723,1,1
2724,2724,1,2
2725,2725,1,3
2726,2726,1,4
2727,2727,1,5
2728,2728,1,5
2729,2729,1,4
2730,2730,1,3
2731,2731,1,2
2732,2732,1,1
2733,2733,1,2
2734,2734,1,3
2735,2735,1,4
2736,2736,1,5
2737,2737,1,5
2738,2738,1,4
2739,2739,1,3
2740,2740,1,2
2741,2741,1,1
2742,2742,1,2
2743,2743,1,3
2744,2744,1,4
2745,2745,1,5
2746,2746,1,5
2747,2747,1,4
2748,2748,1,3
2749,2749,1,2
2750,2750,1,1
2751,2751,1,2
2752,2752,1,3
2753,2753,1,4
2754,2754,1,5
2755,2755,1,5
2756,2756,1,4
2757,2757,1,3
2758,2758,1,2
2759,2759,1,1
2760,2760,1,2
2761,2761,1,3
2762,2762,1,4
2763,2763,1,5
2764,2764,1,5
2765,2765,1,4
2766,2766,1,3
2767,2767,1,2
2768,2768,1,1
2769,2769,1,2
2770,2770,1,3
2771,2771,1,4
2772,2772,1,5
2773,2773,1,5
2774,2774,1,4
2775,2775,1,3
2776,2776,1,2
2777,2777,1,1
2778,2778,1,2
2779,2779,1,3
2780,2780,1,4
2781,2781,1,5
2782,2782,1,5
2783,2783,1,4
2784,2784,1,3
2785,2785,1,2
2786,2786,1,1
2787,2787,1,2
2788,2788,1,3
2789,2789,1,4
2790,2790,1,5
2791,2791,1,5
2792,2792,1,4
2793,2793,1,3
2794,2794,1,2
2795,2795,1,1
2796,2796,1,2
2797,2797,1,3
2798,2798,1,4
2799,2799,1,5
2800,2800,1,5
2801,2801,1,4
2802,2802,1,3
2803,2803,1,2
2804,2804,1,1
2805,2805,1,2
2806,2806,1,3
2807,2807,1,4
2808,2808,1,5
2809,2809,1,5
2810,2810,1,4
2811,2811,1,3
2812,2812,1,2
2813,2813,1,1
2814,2814,1,2
2815,2815,1,3
2816,2816,1,4
2817,2817,1,5
2818,2818,1,5
2819,2819,1,4
2820,2820,1,3
2821,2821,1,2
2822,2822,1,1
2823,2823,1,2
2824,2824,1,3
2825,2825,1,4
2826,2826,1,5
2827,2827,1,5
2828,2828,1,4
2829,2829,1,3
2830,2830,1,2
2831,2831,1,1
2832,2832,1,2
2833,2833,1,3
2834,2834,1,4
2835,2835,1,5
2836,2836,1,5
2837,2837,1,4
2838,2838,1,3
2839,2839,1,2
2840,2840,1,1
2841,2841,1,2
2842,2842,1,3
2843,2843,1,4
2844,2844,1,5
2845,2845,1,5
2846,2846,1,4
2847,2847,1,3
2848,2848,1,2
2849,2849,1,1
2850,2850,1,2
2851,2851,1,3
2852,2852,1,4
2853,2853,1,5
2854,2854,1,5
2855,2855,1,4
2856,2856,1,3
2857,2857,1,2
2858,2858,1,1
2859,2859,1,2
2860,2860,1,3
2861,2861,1,4
2862,2862,1,5
2863,2863,1,5
2864,2864,1,4
2865,2865,1,3
2866,2866,1,2
2867,2867,1,1
2868,2868,1,2
2869,2869,1,3
2870,2870,1,4
2871,2871,1,5
2872,2872,1,5
2873,2873,1,4
2874,2874,1,3
2875,2875,1,2
2876,2876,1,1
2877,2877,1,2
2878,2878,1,3
2879,2879,1,4
2880,2880,1,5
2881,2881,1,5
2882,2882,1,4
2883,2883,1,3
2884,2884,1,2
2885,2885,1,1
2886,2886,1,2
2887,2887,1,3
2888,2888,1,4
2889,2889,1,5
2890,2890,1,5
2891,2891,1,4
2892,2892,1,3
2893,2893,1,2
2894,2894,1,1
2895,2895,1,2
2896,2896,1,3
2897,2897,1,4
2898,2898,1,5
2899,2899,1,5
2900,2900,1,4
2901,2901,1,3
2902,2902,1,2
2903,2903,1,1
2904,2904,1,2
2905,2905,1,3
2906,2906,1,4
2907,2907,1,5
2908,2908,1,5
2909,2909,1,4
2910,2910,1,3
2911,2911,1,2
2912,2912,1,1
2913,2913,1,2
2914,2914,1,3
2915,2915,1,4
2916,2916,1,5
2917,2917,1,5
2918,2918,1,4
2919,2919,1,3
2920,2920,1,2
2921,2921,1,1
2922,2922,1,2
2923,2923,1,3
2924,2924,1,4
2925,2925,1,5
2926,2926,1,5
2927,2927,1,4
2928,2928,1,3
2929,2929,1,2
2930,2930,1,1
2931,2931,1,2
2932,2932,1,3
2933,2933,1,4
2934,2934,1,5
2935,2935,1,5
2936,2936,1,4
2937,2937,1,3
2938,2938,1,2
2939,2939,1,1
2940,2940,1,2
2941,2941,1,3
2942,2942,1,4
2943,2943,1,5
2944,2944,1,5
2945,2945,1,4
2946,2946,1,3
2947,2947,1,2
2948,2948,1,1
2949,2949,1,2
2950,2950,1,3
2951,2951,1,4
2952,2952,1,5
2953,2953,1,5
2954,2954,1,4
2955,2955,1,3
2956,2956,1,2
2957,2957,1,1
2958,2958,1,2
2959,2959,1,3
2960,2960,1,4
2961,2961,1,5
2962,2962,1,5
2963,2963,1,4
2964,2964,1,3
2965,2965,1,2
2966,2966,1,1
2967,2967,1,2
2968,2968,1,3
2969,2969,1,4
2970,2970,1,5
2971,2971,1,5
2972,2972,1,4
2973,2973,1,3
2974,2974,1,2
2975,2975,1,1
2976,2976,1,2
2977,2977,1,3
2978,2978,1,4
2979,2979,1,5
2980,2980,1,5
2981,2981,1,4
2982,2982,1,3
2983,2983,1,2
2984,2984,1,1
2985,2985,1,2
2986,2986,1,3
2987,2987,1,4
2988,2988,1,5
2989,2989,1,5
2990,2990,1,4
2991,2991,1,3
2992,2992,1,2
2993,2993,1,1
2994,2994,1,2
2995,2995,1,3
